0.05 0 0
0.05 0.1 8.50069e-48
0.05 0.2 1.56352e-46
0.05 0.3 2.75824e-45
0.05 0.4 4.67654e-44
0.05 0.5 7.62053e-43
0.05 0.6 1.19349e-41
0.05 0.7 1.79648e-40
0.05 0.8 2.59898e-39
0.05 0.9 3.6138e-38
0.05 1 4.82955e-37
0.05 1.1 6.20345e-36
0.05 1.2 7.65856e-35
0.05 1.3 9.08763e-34
0.05 1.4 1.03644e-32
0.05 1.5 1.13615e-31
0.05 1.6 1.19708e-30
0.05 1.7 1.21229e-29
0.05 1.8 1.18003e-28
0.05 1.9 1.10404e-27
0.05 2 9.92837e-27
0.05 2.1 8.58183e-26
0.05 2.2 7.13002e-25
0.05 2.3 5.69393e-24
0.05 2.4 4.37064e-23
0.05 2.5 3.22472e-22
0.05 2.6 2.28694e-21
0.05 2.7 1.55895e-20
0.05 2.8 1.02148e-19
0.05 2.9 6.43345e-19
0.05 3 3.89473e-18
0.05 3.1 2.26637e-17
0.05 3.2 1.26767e-16
0.05 3.3 6.81557e-16
0.05 3.4 3.52225e-15
0.05 3.5 1.74969e-14
0.05 3.6 8.35457e-14
0.05 3.7 3.83451e-13
0.05 3.8 1.69168e-12
0.05 3.9 7.17379e-12
0.05 4 2.92417e-11
0.05 4.1 1.14572e-10
0.05 4.2 4.31495e-10
0.05 4.3 1.56205e-09
0.05 4.4 5.43544e-09
0.05 4.5 1.818e-08
0.05 4.6 5.84487e-08
0.05 4.7 1.80623e-07
0.05 4.8 5.36527e-07
0.05 4.9 1.53189e-06
0.05 5 4.20415e-06
0.05 5.1 1.10904e-05
0.05 5.2 2.81209e-05
0.05 5.3 6.85371e-05
0.05 5.4 0.000160559
0.05 5.5 0.000361541
0.05 5.6 0.000782511
0.05 5.7 0.00162792
0.05 5.8 0.00325527
0.05 5.9 0.00625673
0.05 6 0.0115589
0.05 6.1 0.0205254
0.05 6.2 0.0350326
0.05 6.3 0.0574722
0.05 6.4 0.090625
0.05 6.5 0.137354
0.05 6.6 0.200096
0.05 6.7 0.280179
0.05 6.8 0.377082
0.05 6.9 0.487794
0.05 7 0.606511
0.05 7.1 0.724837
0.05 7.2 0.832611
0.05 7.3 0.919271
0.05 7.4 0.975539
0.05 7.5 0.99505
0.05 7.6 0.975539
0.05 7.7 0.919271
0.05 7.8 0.832611
0.05 7.9 0.724837
0.05 8 0.606511
0.05 8.1 0.487794
0.05 8.2 0.377082
0.05 8.3 0.280179
0.05 8.4 0.200096
0.05 8.5 0.137354
0.05 8.6 0.090625
0.05 8.7 0.0574722
0.05 8.8 0.0350326
0.05 8.9 0.0205254
0.05 9 0.0115589
0.05 9.1 0.00625673
0.05 9.2 0.00325527
0.05 9.3 0.00162792
0.05 9.4 0.000782511
0.05 9.5 0.000361541
0.05 9.6 0.000160559
0.05 9.7 6.85371e-05
0.05 9.8 2.81209e-05
0.05 9.9 1.10904e-05
0.05 10 4.20415e-06
0.05 10.1 1.53189e-06
0.05 10.2 5.36527e-07
0.05 10.3 1.80623e-07
0.05 10.4 5.84487e-08
0.05 10.5 1.818e-08
0.05 10.6 5.43544e-09
0.05 10.7 1.56205e-09
0.05 10.8 4.31495e-10
0.05 10.9 1.14572e-10
0.05 11 2.92417e-11
0.05 11.1 7.17379e-12
0.05 11.2 1.69168e-12
0.05 11.3 3.83451e-13
0.05 11.4 8.35457e-14
0.05 11.5 1.74969e-14
0.05 11.6 3.52225e-15
0.05 11.7 6.81557e-16
0.05 11.8 1.26767e-16
0.05 11.9 2.26637e-17
0.05 12 3.89473e-18
0.05 12.1 6.43345e-19
0.05 12.2 1.02148e-19
0.05 12.3 1.55895e-20
0.05 12.4 2.28694e-21
0.05 12.5 3.22472e-22
0.05 12.6 4.37064e-23
0.05 12.7 5.69393e-24
0.05 12.8 7.13002e-25
0.05 12.9 8.58183e-26
0.05 13 9.92837e-27
0.05 13.1 1.10404e-27
0.05 13.2 1.18003e-28
0.05 13.3 1.21229e-29
0.05 13.4 1.19708e-30
0.05 13.5 1.13615e-31
0.05 13.6 1.03644e-32
0.05 13.7 9.08763e-34
0.05 13.8 7.65856e-35
0.05 13.9 6.20345e-36
0.05 14 4.82955e-37
0.05 14.1 3.6138e-38
0.05 14.2 2.59898e-39
0.05 14.3 1.79648e-40
0.05 14.4 1.19349e-41
0.05 14.5 7.62053e-43
0.05 14.6 4.67654e-44
0.05 14.7 2.75824e-45
0.05 14.8 1.56352e-46
0.05 14.9 8.50069e-48
0.05 15 0

0.1 0 0
0.1 0.1 4.88211e-47
0.1 0.2 8.69348e-46
0.1 0.3 1.48385e-44
0.1 0.4 2.43448e-43
0.1 0.5 3.83925e-42
0.1 0.6 5.81988e-41
0.1 0.7 8.48031e-40
0.1 0.8 1.1878e-38
0.1 0.9 1.59921e-37
0.1 1 2.06971e-36
